Order_ID,Date,Year,Month,Month_Num,Quarter,Day_of_Week,Category,Product,Unit_Price,Quantity,Total_Sales,Customer_ID,Region,Age_Group,Gender,Payment_Method,Shipping_Method
ORD1117,2023-01-04,2023,January,1,Q1,Wednesday,Clothing,Dress,48.84,3,146.52,CUST0444,North,26-35,Male,Debit Card,Standard
ORD1118,2023-01-04,2023,January,1,Q1,Wednesday,Books,Self-Help Book,10.47,1,10.47,CUST0380,West,56+,Male,Credit Card,Express
ORD1119,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Running Shoes,268.79,3,806.37,CUST0114,Central,18-25,Other,Debit Card,Express
ORD1120,2023-01-04,2023,January,1,Q1,Wednesday,Electronics,Wireless Headphones,1198.37,2,2396.74,CUST0352,North,46-55,Other,Gift Card,Standard
ORD1121,2023-01-04,2023,January,1,Q1,Wednesday,Electronics,Laptop,749.54,2,1499.08,CUST0320,Central,56+,Other,Debit Card,Express
ORD1122,2023-01-04,2023,January,1,Q1,Wednesday,Books,Science Book,18.85,2,37.7,CUST0051,North,56+,Other,PayPal,Express
ORD1123,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Dumbbells,221.56,2,443.12,CUST0213,North,36-45,Female,Debit Card,Next Day
ORD1124,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Bed Sheets,287.01,2,574.02,CUST0035,North,18-25,Male,Gift Card,Standard
ORD1125,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Vacuum Cleaner,175.78,3,527.34,CUST0288,East,18-25,Female,Debit Card,Next Day
ORD1126,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Yoga Mat,484.99,2,969.98,CUST0054,Central,56+,Male,PayPal,Next Day
ORD1127,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Dumbbells,427.46,3,1282.38,CUST0189,North,36-45,Other,PayPal,Express
ORD1128,2023-01-04,2023,January,1,Q1,Wednesday,Books,Science Book,28.41,1,28.41,CUST0312,East,18-25,Male,Debit Card,Next Day
ORD1129,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Bed Sheets,118.29,1,118.29,CUST0290,West,18-25,Male,Credit Card,Standard
ORD1130,2023-01-04,2023,January,1,Q1,Wednesday,Books,Cookbook,21.29,1,21.29,CUST0190,East,36-45,Other,Credit Card,Standard
ORD1131,2023-01-04,2023,January,1,Q1,Wednesday,Clothing,Jeans,116.85,1,116.85,CUST0140,West,46-55,Female,Gift Card,Express
ORD1132,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Vacuum Cleaner,231.38,2,462.76,CUST0057,East,56+,Female,Debit Card,Standard
ORD1133,2023-01-04,2023,January,1,Q1,Wednesday,Clothing,Sneakers,147.9,1,147.9,CUST0155,South,26-35,Female,Debit Card,Express
ORD1134,2023-01-04,2023,January,1,Q1,Wednesday,Electronics,Wireless Headphones,621.99,1,621.99,CUST0195,Central,26-35,Other,Debit Card,Standard
ORD1135,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Yoga Mat,232.2,1,232.2,CUST0442,East,56+,Female,Gift Card,Next Day
ORD1136,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Running Shoes,79.71,2,159.42,CUST0088,Central,46-55,Other,Debit Card,Standard
ORD1137,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Yoga Mat,140.58,3,421.74,CUST0041,West,36-45,Other,Debit Card,Standard
ORD1138,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Vacuum Cleaner,41.39,3,124.17,CUST0262,South,36-45,Female,PayPal,Standard
ORD1139,2023-01-04,2023,January,1,Q1,Wednesday,Electronics,Smart Watch,344.36,1,344.36,CUST0390,North,26-35,Other,Gift Card,Express
ORD1140,2023-01-04,2023,January,1,Q1,Wednesday,Books,Science Book,23.47,8,187.76,CUST0330,Central,36-45,Other,Debit Card,Standard
ORD1141,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Yoga Mat,247.74,2,495.48,CUST0303,North,36-45,Other,Credit Card,Express
ORD1142,2023-01-04,2023,January,1,Q1,Wednesday,Sports,Fitness Tracker,42.86,2,85.72,CUST0040,North,56+,Other,Gift Card,Express
ORD1143,2023-01-04,2023,January,1,Q1,Wednesday,Books,Science Book,38.63,1,38.63,CUST0231,Central,26-35,Female,Gift Card,Next Day
ORD1144,2023-01-04,2023,January,1,Q1,Wednesday,Clothing,T-Shirt,75.82,2,151.64,CUST0366,North,56+,Other,PayPal,Standard
ORD1145,2023-01-04,2023,January,1,Q1,Wednesday,Clothing,Sneakers,148.78,3,446.34,CUST0082,East,36-45,Female,Gift Card,Express
ORD1146,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Lamp,34.66,2,69.32,CUST0034,East,18-25,Other,Gift Card,Express
ORD1147,2023-01-04,2023,January,1,Q1,Wednesday,Home & Garden,Lamp,264.52,3,793.56,CUST0340,South,36-45,Female,Gift Card,Standard
ORD1148,2023-01-04,2023,January,1,Q1,Wednesday,Books,Fiction Novel,19.29,2,38.58,CUST0417,South,56+,Male,Gift Card,Next Day
ORD1149,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Laptop,405.2,6,2431.2,CUST0486,West,26-35,Male,PayPal,Standard
ORD1150,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Laptop,1021.09,3,3063.27,CUST0428,Central,18-25,Other,Debit Card,Next Day
ORD1151,2023-01-05,2023,January,1,Q1,Thursday,Clothing,Dress,65.86,3,197.58,CUST0395,Central,26-35,Other,Gift Card,Standard
ORD1152,2023-01-05,2023,January,1,Q1,Thursday,Sports,Running Shoes,346.27,2,692.54,CUST0313,East,46-55,Male,PayPal,Express
ORD1153,2023-01-05,2023,January,1,Q1,Thursday,Sports,Dumbbells,199.72,7,1398.04,CUST0237,East,46-55,Other,Gift Card,Standard
ORD1154,2023-01-05,2023,January,1,Q1,Thursday,Clothing,Dress,33.68,3,101.04,CUST0247,East,56+,Male,Credit Card,Express
ORD1155,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Smart Watch,363.71,5,1818.55,CUST0426,West,18-25,Male,Gift Card,Express
ORD1156,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Tablet,111.25,1,111.25,CUST0198,North,36-45,Male,Credit Card,Express
ORD1157,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Laptop,960.09,2,1920.18,CUST0470,West,26-35,Other,Gift Card,Express
ORD1158,2023-01-05,2023,January,1,Q1,Thursday,Books,Fiction Novel,37.18,1,37.18,CUST0428,South,56+,Other,Gift Card,Standard
ORD1159,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Vacuum Cleaner,104.32,2,208.64,CUST0328,Central,46-55,Male,Credit Card,Express
ORD1160,2023-01-05,2023,January,1,Q1,Thursday,Books,Science Book,10.49,1,10.49,CUST0368,South,36-45,Female,Credit Card,Next Day
ORD1161,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Vacuum Cleaner,179.79,3,539.37,CUST0044,Central,36-45,Male,Credit Card,Express
ORD1162,2023-01-05,2023,January,1,Q1,Thursday,Sports,Yoga Mat,326.94,6,1961.64,CUST0383,North,36-45,Male,Debit Card,Standard
ORD1163,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Bluetooth Speaker,895.47,1,895.47,CUST0181,Central,36-45,Other,PayPal,Next Day
ORD1164,2023-01-05,2023,January,1,Q1,Thursday,Sports,Fitness Tracker,325.07,1,325.07,CUST0367,West,18-25,Female,PayPal,Standard
ORD1165,2023-01-05,2023,January,1,Q1,Thursday,Clothing,T-Shirt,57.61,2,115.22,CUST0418,Central,46-55,Female,Credit Card,Next Day
ORD1166,2023-01-05,2023,January,1,Q1,Thursday,Clothing,Jacket,63.19,3,189.57,CUST0170,East,18-25,Female,Gift Card,Express
ORD1167,2023-01-05,2023,January,1,Q1,Thursday,Sports,Fitness Tracker,186.04,3,558.12,CUST0255,East,56+,Female,Credit Card,Next Day
ORD1168,2023-01-05,2023,January,1,Q1,Thursday,Sports,Yoga Mat,229.54,5,1147.7,CUST0280,East,36-45,Male,Credit Card,Express
ORD1169,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Bed Sheets,144.86,1,144.86,CUST0354,West,36-45,Female,Credit Card,Next Day
ORD1170,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Lamp,299.48,1,299.48,CUST0039,West,36-45,Other,PayPal,Standard
ORD1171,2023-01-05,2023,January,1,Q1,Thursday,Clothing,Dress,106.54,1,106.54,CUST0035,South,36-45,Female,Gift Card,Next Day
ORD1172,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Bluetooth Speaker,226.45,2,452.9,CUST0191,West,18-25,Other,PayPal,Next Day
ORD1173,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Garden Tools,108.03,1,108.03,CUST0014,South,46-55,Other,Gift Card,Next Day
ORD1174,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Laptop,941.21,1,941.21,CUST0314,East,46-55,Male,Credit Card,Standard
ORD1175,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Tablet,248.55,1,248.55,CUST0415,East,36-45,Other,Credit Card,Next Day
ORD1176,2023-01-05,2023,January,1,Q1,Thursday,Books,Self-Help Book,36.74,5,183.7,CUST0407,East,56+,Male,Credit Card,Standard
ORD1177,2023-01-05,2023,January,1,Q1,Thursday,Clothing,Jeans,121.7,3,365.1,CUST0294,East,46-55,Other,PayPal,Next Day
ORD1178,2023-01-05,2023,January,1,Q1,Thursday,Electronics,Wireless Headphones,405.68,7,2839.76,CUST0270,West,46-55,Other,Credit Card,Standard
ORD1179,2023-01-05,2023,January,1,Q1,Thursday,Home & Garden,Coffee Maker,145.99,2,291.98,CUST0066,Central,56+,Male,PayPal,Express
ORD1180,2023-01-06,2023,January,1,Q1,Friday,Electronics,Wireless Headphones,645.82,1,645.82,CUST0166,South,36-45,Other,Debit Card,Standard
ORD1181,2023-01-06,2023,January,1,Q1,Friday,Home & Garden,Vacuum Cleaner,197.82,1,197.82,CUST0321,East,56+,Other,Credit Card,Next Day
